Date	Time	Activity	Distance	Duration	WorkoutName	WorkoutType	CompName	CompDist	CompPlace	Shoes	Notes
02/16/2017	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Night run around the neighborhoods. My left knee cap hurts as I bend it which got aggravated while running. This left leg just won't stop. 
02/19/2017	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Beautiful day to run. Felt good, knee hurt a bit toward the end. 
02/20/2017	19:30:00	Running	6.5	45:00.00	Easy Run 	Training			0		Out and back kind of toward CCSU area. My knee was a slight issue today. Ran in Hokas. 
02/22/2017	19:45:00	Running	4.2	30:00.00	Easy Run 	Training			0		After class before web chat with my group from my other class. Knee was acting up the last 5 minutes. 
02/24/2017	00:00:00	Running	7	50:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Slightly longer than intended. Ran to and around Newington Fields, then back home a different and apparently longer way. Great day to run so I am not disappointed tho! 
02/24/2017	00:00:00	Weight Lifting	0	40:00.00		Training					Core<br />Chest<br />Triceps 
02/25/2017	00:00:00	Running	6.7	47:25.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	To Newington Fields, around through the school yard, and looped around and back on John Downey drive. 
02/26/2017	12:30:00	Running	6.6	46:12.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Met up with DHunt. Newington Fields again.<br /><br /><br />30 mile week yay! 
02/27/2017	00:00:00	Running	5	35:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	After my Accounting class. It is awful, possibly the worst class I've taken. 
03/02/2017	18:30:00	Running	7.2	51:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	With DHunt from my place. Great run. 1 big loop basically. Missed the last 2 days due to a study group for my midterm and quality time with the gf...ah sacrifices. 
03/03/2017	18:30:00	Running	6.5	45:10.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Another run with DHunt. Yesterday's run backwards. Snowy and windy for a portion which was kind of fun. Left knee was hurting today. During the run it stayed at a low pain, and feels better after. 
03/04/2017	08:30:00	Running	7.2	52:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Ran to the post office dropped off a package, then continued to Walnut Hill. Great early run. 
03/06/2017	21:30:00	Running	5	35:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Pure fun 
03/09/2017	00:00:00	Running	8.6	1:00:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Longest run recently. Enjoyed this so much. Ran into Dave 10 minutes out, and ran back to his house with him, then continued solo. 
03/11/2017	00:00:00	Running	5	33:01.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Big sky with Kate. Did 5 miles 7:20 down to 6:00 last mile. 
03/12/2017	15:00:00	Running	7	50:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	From home into Berlin, and back. Different route past Willow Brook Park, and then down some side streets ending up at the DQ. Didn't feel great today, but it was good. 
03/14/2017	00:00:00	Running	4.2	30:00.00	Easy Run 	Training			0		Low quality, low time...but the important part is getting out there. Right IT band was hurting. 30 min did it today, also terrible traction in large amounts of snow. Definitely not too bad out to run tho. Made it on some dude-driving-by's snapchat so that was funny. 
03/15/2017	00:00:00	Running	5	33:33.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Treadmill. 6:52,6:52,6:52,5:44,7:00. Right IT band was bothering me again. 
03/15/2017	00:00:00	Core	0	15:00.00		Training					null
03/18/2017	00:00:00	Running	6	42:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Good stuff 
03/19/2017	00:00:00	Running	7.7	48:13.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Out and back with DHunt. Pretty quick, only a little surprised. 
03/20/2017	21:20:00	Running	6.2	45:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	After class, not too bad out. Didn't feel the best. I was on the sidewalk of East St and there was a big snow bank at the end of the sidewalk, I ran up it and jumped down toward the street. I didn't realize how far down it was and landed leaning super far forward. Was surprised i caught myself.<br /><br /><br /><br />
03/22/2017	05:40:00	Running	7	50:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Out the door at 5:40am! This is the only way I will be able to hit mileage goals...can I keep it up? All comes down to getting to sleep earlier. 
03/22/2017	06:30:00	Core	0	15:00.00		Training					Core in the living room post run. Light. 
03/23/2017	00:00:00	Running	7.8	53:34.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Woke up before my phone alarm at 5:11, alarm was 5:15. Apparently my night stand clock set itself back an hour somehow so I got confused and stayed in bed for a bit thinking it was 4:11. Got out the door at 6:10ish due to this. Still got the run I wanted in.<br /><br /><br />Ran to CT Fast Track by Essex, and on the trail which was not fully plowed. Ended up going out a bit farther than I planned and had to run back quicker to get home to get set for work. Good stuff tho. 
03/24/2017	18:15:00	Running	7.3	50:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Solo run. Fun, but lots of stopping at intersections. 
03/26/2017	13:35:00	Running	9.3	1:00:43.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Run with DHunt. To down town NB, up by CCSU, back home via East St. 
03/27/2017	21:15:00	Running	8.9	59:24.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	After class because I was a bum this morning. Nice out. Down around CCSU and back via downtown. Been mapping my runs out just to get an idea of pace for my own vanity. 
03/28/2017	18:00:00	Running	8.7	58:22.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	With DHunt. Route to Walnut Hill, downtown, bus path, back home. Did not feel the best today, would probably have been slower alone. 
03/29/2017	18:45:00	Running	7.4	51:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Met up with DHunt once he was home from work. Took this run a little more relaxed. 
03/30/2017	18:25:00	Running	8.9	59:10.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Met up with DHunt and ran into Berlin this time. Fast finish, and it felt good. 
03/31/2017	00:00:00	Running	7.9	52:15.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Cold and rainy. Felt great though today. Around downtown NB, Walnut Hill, back home. 
04/01/2017	00:00:00	Running	8.5	57:43.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	After work. Legs weren't feeling great and I just felt kind of out of it. Longer than I planned, but hey, monumental week here. 
04/02/2017	12:45:00	Running	10.4	1:10:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Met up with Dave. Ran down to SQP did a loop and ran back with some add-on and stuff. Felt tired today. Just over 60 miles for the week according to my measurements. Extremely pleased with this! 
04/03/2017	07:30:00	Running	9	1:01:28.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Morning with DHunt. Feeling tired today. 
04/04/2017	05:45:00	Running	7.6	56:18.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Early morning, pouring rain. Legs weren't the best and my left PTT was sore so between that and the rain this was slow. 
04/05/2017	20:30:00	Running	9.3	58:30.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	After class. Felt really good tonight and pushed the pace a bit, the complete opposite of yesterday's run. 
04/06/2017	20:20:00	Running	8.4	55:26.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Ran to Oak to get something from Jason, and did a loop back home. 
04/07/2017	16:30:00	Running	4.8	32:05.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Got home from work. Changed and out the door in 5 minutes. Short day because I had evening plans with Kate. 
04/08/2017	08:15:00	Running	3.9	30:58.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Before work a little alone for 2 miles. 1.9 with Chris from Asics and some coworkers slow. Will have to add on after work, was up too late to get up early and do it all. 
04/08/2017	19:10:00	Running	5.8	37:53.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Run #2. Felt speedy, though I was drained after work. 
04/09/2017	13:20:00	Running	8.4	1:00:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Slept in, was thinking about running with CCSU at WHR, but was up until 2 doing homework. Willow Brook-Walnut Hill with DHunt. 
04/10/2017	17:05:00	Running	8	56:00.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Right after getting home. Newington Field-Tremont-East St. Didn't feel quick today, weather was great tho. 
04/11/2017	05:55:00	Running	8.1	58:24.00	Easy Run 	Training			0	New Balance 880 (07/15/2016)	Early run. Legs were tired again. Ran to CCSU via East St and back on Stanley. 
04/13/2017	09:05:00	Running	5.6	42:12.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Took yesterday off because my left lower leg was feeling weird, not sure if I rolled to aggressive or ran too aggressive. Not being stupid this time around.<br /><br /><br />Work 11-7 today so i slept in a bit. New shoes too, half size too big I realized, but I'll deal as they were free. Went on the shorter/slower side. Leg bothered me a little here and there. May take a little more time off, not sure yet. 
04/18/2017	17:40:00	Running	3.45	22:54.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Back to it I think. My left leg still was feeling strange at times, mostly up hills. Felt fine toward the end, and fine after. Will roll out and see how tomorrow goes. I think I just jumped back to 60 mile weeks too fast. New shoes should help me too. 
04/19/2017	20:30:00	Running	4.6	30:19.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Felt far better than yesterday, thank goodness. Still being cautious. Almost stepped on a dead cat...yuck. 
04/20/2017	19:35:00	Running	5.2	35:12.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	After work before group meeting. Good stuff. 
04/21/2017	16:35:00	Running	5.2	35:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	After work, legs did not feel good today. Soreness in my left knee, right foot at parts. Will start upping mileage again soon. 
04/22/2017	09:15:00	Running	3.6	32:12.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	With Kev and Mel at Fleet Feet for the store's 20th birthday run/celebration. We ran with another group of ppl we caught up to and slowed down. 
04/22/2017	11:05:00	Running	4.8	33:09.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Added on once I got home. Felt out of it and weak due to not eating really. 
04/23/2017	14:00:00	Running	7.6	50:36.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Felt decent today. Pains are mostly gone. 
04/24/2017	17:35:00	Running	7.4	51:21.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	8 minutes alone, then looped back and picked up Dave D. Backwards Tremont loop with a small add-on. 
04/25/2017	06:05:00	Running	7.1	50:45.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Early morning before work. Loop to Walnut Hill and back. 
04/26/2017	20:20:00	Running	8.4	57:09.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	After class and relaxing for a bit. So many random pains these days, makes me wonder if I need to do some leg strengthening. 
04/27/2017	00:00:00	Running	4.5	34:43.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	This run sucked. Legs felt dead first off, and secondly my knee is acting up again. Its the insertion point of the patella, the tibial tubercuole. I'm going to actually try to fix this now.<br /><br /><br />I talked to one of the girls at work about it, and she said I have super tight calves and showed me how to really roll my quads. 
04/29/2017	00:00:00	Running	6	43:24.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	To Newington Fields with Dave D. Humid out. My legs feel fine at a relaxed pace, but tired when I pick up. Knee pain still a thing. Started taking ibuprofen...something I never do. 
04/30/2017	00:00:00	Running	3.1	34:12.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Ran the Newington Library 5k course with Kate. Looking forward to this, hope I can remedy this knee thing with little rest. On Xmas Eve I had to take a few weeks off as the race killed my knee. Want to sub 16 it at least. 
04/30/2017	00:00:00	Running	4.8	34:23.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Short run to supplement, knee didn't hurt much at all on this one. Stomach hurt though from eating too soon before. 
05/01/2017	17:35:00	Running	7.2	50:23.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	With DHunt when I got home from work. Started slow and then ended around 6:10 pace. Didn't feel great. Knee felt fine, slight pain. 
05/02/2017	06:05:00	Running	6.4	45:14.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Decent run. 
05/03/2017	20:30:00	Running	7.7	52:52.00	Strides 	Workout			0	ASICS DYNAFLYTE (04/13/2017)	Enjoyable run, legs felt good tonight. I was running on Stanley St and went past a guy on the side walk and he just started running with me out of no where. I looked back at him and he kept looking forward with no expression, then he stopped and never said anything or made eye contact. So weird.<br /><br /><br />4 strides outside my apt (got to get race ready somehow) 
05/04/2017	08:55:00	Running	6.8	49:13.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Before work, go in late and work late today. 
05/06/2017	09:00:00	Running	8.2	55:34.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Met Adonys at Oak. SQP-AW-Barbour. Missed yesterday due to some BS...whatever. 
05/07/2017	21:30:00	Running	4.6	30:55.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Wasn't going to run as I woke up late after a late night of school stuff, and had a lot of studying and birthday plans with Kate. Just got up and did it, something is better than nothing. Over 40 miles for the week, I'll take it. 
05/09/2017	18:40:00	Running	9.3	1:00:21.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	8.3 miles at 6:40 pace<br />1 mile in 4:57.<br /><br /><br />I missed yesterday and I've been unsure of what shape I'm in, always no confidence. I headed to CCSU to do a mile on the track to gauge things.<br /><br /><br />There was a soccer game and a goal in lanes 1-4 on the home straight so I had to weave every time. Felt way better than I thought it would...though 4:57 is nothing special, but I'll take it! Need to hold about 5:07 pace on race day to be back under 16. 
05/10/2017	20:30:00	Running	8.2	56:47.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	After a presentation at school 
05/11/2017	20:15:00	Running	7.4	51:08.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	After working 8-6:30 and running some errands. Felt good considering. 
05/12/2017	00:00:00	Running	6	41:56.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Dehydrated and weak, stupid on my part. Nice weather tho! 
05/13/2017	09:00:00	Running	8.4	1:00:35.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	From Oak St with Adonys. SQP-AW.<br /><br /><br />Weighed myself this morning at 136.8 
05/14/2017	18:45:00	Running	11	1:13:30.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	From home around the NB Res, and back home. 11 miles on the dot, great run!<br /><br /><br />50 mile week with 1 day off, and 1 week until I get to race a 5k...exciting. 
05/15/2017	00:00:00	Running	9	1:02:06.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	After work and a meeting at school. Not as nice as yesterday, also didn't have enough time to digest my dinner which was hurting me the last 20 min. 
05/16/2017	06:10:00	Running	6.2	45:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	Morning run, getting it. Felt ehhh this morning, TT hurts a bit today. 
05/17/2017	00:00:00	Running	7	47:00.00	Easy Run 	Training			0	ASICS DYNAFLYTE (04/13/2017)	This sucked. The heat was far more brutal than anticipated and my legs were beat from walking around at work all day.No shirt weather is great tho.<br /><br /><br />Ran to Willow Brook Pk and around NBHS until I hit 21 minutes. Did 4x400 just to try to get a little speed in. Did like 75's and I was just beat in general. Ran a longer route back home to get another 21 minutes. 
